,target
6349,NEU
6350,NEU
6351,NEU
6352,NEU
6353,NEU
6354,NEU
6355,NEU
6356,NEU
6357,NEU
6358,NEU
6359,NEU
6360,NEU
6361,NEU
6362,NEU
6363,POS
6364,NEU
6365,POS
6366,POS
6367,NEU
6368,NEU
6369,POS
6370,POS
6371,NEU
6372,NEU
6373,NEU
6374,NEU
6375,NEG
6376,NEG
6377,NEU
6378,NEU
6379,NEU
6380,NEU
6381,NEU
6382,NEU
6383,NEU
6384,NEU
6385,NEU
6386,NEU
6387,NEU
6388,NEU
6389,NEU
6390,NEU
6391,NEU
6392,NEU
6393,NEU
6394,NEU
6395,NEU
6396,NEU
6397,NEU
6398,NEU
6399,NEU
6400,NEU
6401,NEU
6402,NEU
6403,NEU
6404,NEU
6405,NEU
6406,NEU
6407,NEU
6408,NEU
6409,NEU
6410,NEU
6411,NEU
6412,NEU
6413,NEU
6414,NEU
6415,NEU
6416,NEU
6417,NEU
6418,NEG
6419,NEU
6420,NEU
6421,NEU
6422,NEU
6423,NEU
6424,NEU
6425,NEU
6426,NEU
6427,NEU
6428,NEU
6429,NEU
6430,NEU
6431,NEU
6432,NEU
6433,NEU
6434,NEU
6435,NEU
6436,NEU
6437,NEU
6438,NEU
6439,NEU
6440,NEU
6441,NEU
6442,NEU
6443,NEU
6444,NEU
6445,NEU
6446,NEU
6447,NEU
6448,NEU
6449,NEU
6450,NEU
6451,NEU
6452,NEU
0,POS
1,POS
2,NEU
3,NEU
4,POS
5,POS
6,POS
7,NEU
8,POS
9,POS
10,POS
11,POS
12,POS
13,POS
14,POS
15,POS
16,POS
17,POS
18,POS
19,POS
20,POS
21,POS
22,POS
23,POS
24,NEG
25,POS
26,POS
27,POS
28,POS
29,POS
30,POS
31,POS
32,POS
33,POS
34,POS
35,NEU
36,POS
37,POS
38,POS
39,POS
40,POS
41,POS
42,POS
43,NEU
44,POS
45,POS
46,NEU
47,NEU
48,NEU
49,NEU
50,POS
51,POS
52,POS
53,POS
54,POS
55,POS
56,POS
57,POS
58,POS
59,POS
60,POS
61,POS
62,POS
63,POS
64,POS
65,POS
66,POS
67,POS
68,POS
69,POS
70,POS
71,POS
72,POS
73,POS
74,NEG
75,NEG
76,NEU
77,POS
78,NEG
79,NEG
80,NEG
81,POS
82,POS
83,NEU
84,NEU
85,NEU
86,NEU
87,NEU
88,NEG
89,NEG
90,NEU
91,NEU
92,NEG
93,NEU
94,POS
95,POS
96,NEU
97,NEU
98,POS
99,POS
100,POS
101,POS
102,POS
103,POS
104,POS
105,NEU
106,POS
107,POS
108,POS
109,POS
110,POS
111,POS
112,NEG
113,NEG
114,NEG
115,POS
116,POS
117,NEU
118,POS
119,POS
120,NEU
121,POS
122,NEU
123,NEG
124,NEG
125,NEG
126,NEU
127,POS
128,POS
129,NEU
130,NEU
131,NEU
132,POS
133,NEG
134,NEG
135,NEU
136,NEG
137,NEG
138,NEG
139,POS
140,NEG
141,NEG
142,NEU
143,NEU
144,NEU
145,NEG
146,POS
147,POS
148,NEU
149,POS
150,NEU
151,POS
152,NEG
153,NEU
154,POS
155,POS
156,POS
157,POS
158,NEU
159,POS
160,POS
161,POS
162,POS
163,NEG
164,POS
165,POS
166,NEG
167,NEU
168,NEU
169,NEG
170,NEU
171,POS
172,NEG
173,NEG
174,NEG
175,NEU
176,NEU
177,NEG
178,POS
179,NEG
180,NEU
181,POS
182,POS
183,NEG
184,NEU
185,NEG
186,NEU
187,NEG
188,NEU
189,NEG
190,NEG
191,NEU
192,NEU
193,NEU
194,NEG
195,NEU
196,NEU
197,NEG
198,NEG
199,NEG
200,NEU
201,NEG
202,NEU
203,NEU
204,NEU
205,NEU
206,NEG
207,POS
208,POS
209,NEG
210,POS
211,NEG
212,POS
213,POS
214,NEG
215,NEU
216,POS
217,POS
218,NEU
219,POS
220,POS
221,POS
222,POS
223,NEG
224,NEU
225,POS
226,POS
227,POS
228,NEU
229,NEU
230,NEU
231,NEU
232,POS
233,POS
234,POS
235,NEU
236,NEU
237,NEG
238,POS
239,NEU
240,POS
241,POS
242,NEG
243,POS
244,NEG
245,NEU
246,NEU
247,NEU
248,NEU
249,NEU
250,POS
251,POS
252,NEG
253,POS
254,POS
255,POS
256,POS
257,NEU
258,NEG
259,NEG
260,NEU
261,NEG
262,NEU
263,NEU
264,NEG
265,NEU
266,NEG
267,NEG
268,NEU
269,POS
270,NEU
271,NEG
272,NEG
273,NEU
274,NEU
275,NEU
276,POS
277,POS
278,NEU
279,NEU
280,NEG
281,NEG
282,NEU
283,NEG
284,NEU
285,NEG
286,NEG
287,NEU
288,NEU
289,NEU
290,NEU
291,NEU
292,NEU
293,NEU
294,NEU
295,POS
296,POS
297,NEU
298,POS
299,POS
300,NEG
301,NEU
302,NEU
303,NEU
304,NEU
305,POS
306,NEU
307,NEU
308,NEG
309,POS
310,NEU
311,POS
312,NEU
313,NEU
314,NEG
315,NEU
316,NEU
317,NEU
318,NEU
319,NEU
320,NEU
321,NEU
322,NEU
323,NEG
324,NEG
325,NEU
326,NEG
327,NEU
328,NEU
329,NEG
330,POS
331,POS
332,NEU
333,NEU
334,NEU
335,NEU
336,POS
337,NEG
338,NEG
339,NEG
340,NEG
341,NEG
342,NEU
343,NEU
344,NEU
345,NEG
346,NEU
347,NEU
348,NEG
349,NEU
350,NEU
351,NEU
352,POS
353,NEU
354,POS
355,NEU
356,NEU
357,NEG
358,NEG
359,NEU
360,NEU
361,NEU
362,POS
363,POS
364,NEU
365,NEU
366,NEU
367,NEG
368,POS
369,POS
370,POS
371,POS
372,POS
373,NEU
374,NEU
375,POS
376,POS
377,POS
378,POS
379,POS
380,NEU
381,NEU
382,POS
383,POS
384,NEU
385,POS
386,NEU
387,NEU
388,POS
389,NEG
390,NEU
391,NEG
392,NEG
393,POS
394,NEG
395,POS
396,POS
397,POS
398,POS
399,NEU
400,POS
401,POS
402,POS
403,POS
404,POS
405,NEU
406,POS
407,POS
408,POS
409,NEU
410,POS
411,POS
412,POS
413,POS
414,POS
415,NEG
416,NEG
417,NEG
418,NEU
419,NEG
420,NEG
421,NEG
422,POS
423,NEG
424,POS
425,NEU
426,NEU
427,NEG
428,NEU
429,NEU
430,NEU
431,NEU
432,NEU
433,NEG
434,NEU
435,NEG
436,NEU
437,POS
438,NEU
439,POS
440,NEU
441,NEG
442,NEG
443,POS
444,POS
445,POS
446,POS
447,POS
448,NEG
449,NEG
450,NEG
451,NEG
452,POS
453,NEU
454,NEU
455,NEU
456,POS
457,POS
458,NEU
459,NEU
460,NEU
461,NEG
462,NEG
463,NEU
464,NEG
465,NEU
466,POS
467,NEU
468,NEU
469,POS
470,NEG
471,NEG
472,NEU
473,NEG
474,NEU
475,NEU
476,POS
477,POS
478,POS
479,NEU
480,NEU
481,NEU
482,NEU
483,NEG
484,NEU
485,POS
486,NEG
487,NEG
488,NEG
489,NEG
490,NEU
491,POS
492,POS
493,NEU
494,NEU
495,NEU
496,NEU
497,POS
498,POS
499,POS
500,NEG
501,NEU
502,POS
503,NEU
504,NEU
505,POS
506,NEU
507,POS
508,NEG
509,POS
510,POS
511,POS
512,POS
513,NEU
514,NEU
515,NEU
516,NEU
517,NEG
518,NEU
519,POS
520,NEU
521,POS
522,NEU
523,POS
524,POS
525,POS
526,NEU
527,POS
528,POS
529,POS
530,POS
531,POS
532,NEU
533,NEU
534,NEU
535,NEG
536,NEU
537,NEU
538,NEU
539,NEU
540,NEU
541,POS
542,POS
543,POS
544,POS
545,NEU
546,NEU
547,POS
548,NEU
549,POS
550,POS
551,NEU
552,NEU
553,POS
554,POS
555,POS
556,POS
557,POS
558,POS
559,NEU
560,NEU
561,NEG
562,NEU
563,NEU
564,NEU
565,NEU
566,NEU
567,NEU
568,NEU
569,POS
570,NEG
571,NEU
572,NEU
573,NEU
574,NEG
575,NEG
576,POS
577,NEU
578,NEG
579,POS
580,POS
581,NEU
582,NEU
583,POS
584,POS
585,POS
586,NEU
587,NEU
588,NEU
589,NEU
590,POS
591,NEU
592,POS
593,POS
594,NEU
595,NEU
596,NEG
597,NEU
598,NEG
599,NEU
600,NEU
601,NEU
602,POS
603,NEU
604,NEU
605,NEU
606,NEU
607,NEG
608,NEU
609,NEU
610,NEU
611,NEU
612,NEU
613,NEU
614,NEU
615,NEU
616,POS
617,NEG
618,POS
619,NEU
620,NEU
621,NEU
622,NEG
623,POS
624,NEG
625,NEG
626,NEU
627,NEU
628,POS
629,NEU
630,NEG
631,NEG
632,POS
633,POS
634,POS
635,POS
636,POS
637,POS
638,NEU
639,POS
640,POS
641,NEU
642,NEU
643,NEU
644,NEG
645,NEU
646,NEG
647,POS
648,POS
649,POS
650,POS
651,NEG
652,POS
653,NEU
654,POS
655,POS
656,POS
657,POS
658,NEU
659,NEU
660,POS
661,NEG
662,POS
663,POS
664,POS
665,NEU
666,NEG
667,NEU
668,NEU
669,NEU
670,NEU
671,POS
672,NEG
673,NEU
674,NEG
675,NEU
676,NEG
677,POS
678,NEG
679,NEU
680,POS
681,NEU
682,NEU
683,NEG
684,NEU
685,NEG
686,NEG
687,NEU
688,NEU
689,POS
690,NEG
691,NEG
692,NEU
693,NEU
694,NEU
695,NEU
696,NEU
697,NEU
698,NEG
699,NEG
700,NEU
701,NEU
702,NEG
703,NEG
704,POS
705,NEU
706,POS
707,POS
708,NEU
709,NEG
710,POS
711,POS
712,POS
713,NEU
714,POS
715,NEU
716,NEU
717,POS
718,NEG
719,NEU
720,NEU
721,NEU
722,NEU
723,NEU
724,NEU
725,NEG
726,NEG
727,NEU
728,NEU
729,NEU
730,NEU
731,POS
732,NEU
733,POS
734,POS
735,NEU
736,NEU
737,NEG
738,NEG
739,NEU
740,NEU
741,POS
742,NEU
743,POS
744,NEU
745,POS
746,NEU
747,NEU
748,NEG
749,NEU
750,NEG
751,POS
